text,label
በኮቪድ-19 መነሻ ላይ ምርምር ሊጀመር መሆኑ ተገለፀ:: በተለይ አሜሪካና ቻይናን አሁንም ድረስ እያወዛገበ የሚገኘው የኮሮናቫይረስ መነሻን ጉዳይ ለማጥናት የሚያስችል መሠረት መጣሉን የዓለም ጤና ድርጅት አስታወቀ። የተባበሩት መንግሥታት የጤና ድርጅት እንዳለው ለዚሁ ምርምር ሁለት ባለሙያዎች፤ ሰዎች በቫይረሱ እንዴት ሊያዙ እንደቻሉ የመጀመሪያ ደረጃ ምርምር ማድረግ እንደሆነ በመግለፅ በቻይና የሚያካሂዱትን የምርምር ወሰን ለይተው አጠናቀዋል። ከቻይናና ከተቀረው ዓለም የተውጣጡ ተመራማሪዎችን እና አጥኝዎችን የያዘው ይህ ዓለም አቀፍ የምርመራ ቡድን ምርምራውን እንደሚጀምር ተገልጿል። ምርምሩ የሚጀመረውም በባለፈው ዓመት መጨረሻ ላይ ቫይረሱ ለመጀመሪያ ጊዜ በተገኘባት በቻይናዋ ውሃን ከተማ ነው ተብሏል። https://bbc.in/3ifC1cT,0
የጅግጅጋ ሪፈራል ሆስፒታል የኩላሊት እጥበት አገልግሎት እየሰጠ ነው,0
ጠቅላይ ሚኒስትር ዶ/ር አብይ አህመድ ከተባበሩት አረብ ኤምሬቶች ከ135 በላይ  ኢትዮጵያውያንን ይዘው ሲመለሱ አውሮፕላን ውስጥ የተፈጠረውን ነገር ይመልከቱ! የአብይ ወዳጅ ፤ደጋፊ ነኝ የሚል ሰው ሁሉ ሊያየው የሚገባ ቪዲዮ!! በመሪያችን ድንቅ ተግባር ደስ የተሰኘ ላይክ፤ሼር ሳያደርግ በፍፁም አያልፍም፡፡,1
ሰበር መረጃ | ጄ/ል ሳሞራና ዶ/ር አብይ አዲስ ንትርክ ውስጥ ገቡ ተባለ! ,1
አሳፋሪ መረጃ!  ድርድሩ በግብፅ አሸናፊነት ተጠናቀቀ!! የዶ/ር አብይ አህመድ መንግስት የሀገሪቱን ሉኣላዊነት አስደፈረ!!!,1
[ሰበር ዜና] ኢትዮጵያ ግድቡን መሙላት ከጀመረች ግብፅ  ግድቡ ላይ እርምጃ እንደምትወስድ አስጠነቀቀች!,1
በቅርቡ የፀደቀውን የመከላከያ ሰራዊት መተዳደሪያ ደንብ በመተግበር የሰራዊቱን ተጠቃሚነት የሚያረጋግጡ ስራዎች  እየተሰሩ መሆኑን  ተገለፀ፡፡,0
ያልተጠበቀው ነገር ሆነ!! ኢትዮጵያ እና ግብፅ ተስማሙ!!! https://www.zena365.com/watch.php?vid=6f91347bb,1
ለኢትዮጵያ ወንዶች ብሄራዊ ቡድን(ዋልያዎቹ)  ዋና አሰልጣኝነት የተመዘገቡ ተወዳዳሪዎች ስም ዝርዝር   1.ውበቱ አባተ ውበቱ ኢትዮጵያዊ  2.ዮሃንስ ሳህሌ ተሰማ ኢትዮጵያዊ  3.ጋርዚያቶ ዲያጎ ጣሊያናዊ  4.ደሳለኝ ግርማ ወንድሙ ስዊድናዊ  5.ቦንፍሬ ጆሀንስ ፈራንሲስከስ ሆላንዳዊ  6.ስቴቫኖቪች ጎራን ሰርቢያዊ  7.ዮርዳን ስቶይኮቭ ቡልጋሪያዊ  8.ስቴፈን ኮንስታንትኒ  9.ኤሚ ብራንድስ ሆላንዳዊ  10.ካርሎስ ካቫናሮ የአርጀንቲና እና የጣሊያን ዜግነት ያላቸው   11. ሀንስ ሚካኤል ጀርመናዊ  12.ማርያኖ ጀሮኒሞ ፖርቱጋላዊ  13. ቶም ሴንትፊት ቤልጂየማዊ  14.ሮቤርቶ ኤ. ሮድሪጎ የአርጀንቲና እና የስፔን ዜግነት ያላቸው  15. ፋብዮ ሎፔዝ ጣሊያናዊ  16. ስዋሬዝ ዶ.ኤስፒሪቶ ብራዚላዊ  17.ጆሴ ማኑኤል ጎሜዝ ስፔናዊ  18. ማርሴሎ ጃቪየር ዙሌታ አርጀንቲናዊ  19. ላርስ ኦሎፍ ማትሰን ስዊድናዊ  20.ሜህሜት ታይፉን ተርክሜን ቱርካዊ  21.ማርክ ሀሪሰን   22.ክላውዲኦ ሮቤርቶ ሲልቬሪያ ብራዚላዊ  23.ዶሪያን ማሪን ሮማኒያዊ  24. ቭላድሚር ስሊስኮቪች የፈረንሳይና የቦስኒያ ዜግነት ያላቸው  25.ጁቦ ፔትሮቪች ሰርቢያዊ  26.ብራያን ኪር  27.ዞራን ፍሊፖቪች  ፖርቱጋላዊ ናቸው።,0
መረጃ አዘል ጥያቄ | ነባር የኢህአዴግ አመራሮችን ማክበር ተገቢ አይደለምን? ካልሆነ ለምን? - ኢህአዴግ አቶ በረከት ስምኦንን ጨምሮ እነአባይ ጸሐዬ እና ሌሎች ነባር አመራሮችን ያደረጉትን የላቀ አስተዋጽኦ ግምት ውስጥ በማስገባት ጥፋት ቢገኝባቸውም እንኳን በክብር ማሰናበት አለበት የሚሉ ወገኖች አሉ፡፡ . በተቃራኒው ደግሞ የቀድሞ አመራሮቹን በአጥፊነት በአገር ከሃዲነት ጭምር በመወንጀል ሊከሰሱ ይገባል በማለት የሚሞግቱ ወገኖች በብዛት አሉ፡፡ . በሌላ በኩል ጠቅላይ ሚኒስትር ዐብይ አሕመድ ከተመረጡበት ዕለት ጀምሮ ጊዜው የይቅርታና የፍቅርና የመደመር መሆን እንደሚገባው ደጋግመው አስተምረዋል፣ ሰብከዋል፡፡ እርስዎ እንዲህ ዓይነት ሙግቶች በምን መልኩ ቢፈቱ የተሻለ ነው ብለው ያስባሉ?????  (በጨዋነት ለምናደርገው የሃሳብ ልውውጥ በቅድሚያ እናመሰግንዎታለን),1
ማልታ ለዜጎቿ ምግብ እና መጠጥ መግዣ የሚሆን 100 ዩሮ ልታድል ነው ,0
አይኤምኤፍ የዓለም ኢኮኖሚ ማሽቆልቆል ከተነበየው የከፋ እንደሚሆን ገለፀ ,0
  የሳይንስና ከ/ ት/ተቋማት ሚኒስትር ፕሮፌሰር #ሂሩት ወ/ማሪያም ለተመራቂ ተማሪዎች ያስተላለፉት መልዕክት https://bit.ly/2Ytw6rb,0
ዛሬ የተለቀቀችው የኢትዮጵያ የመጀመሪያዋ ሳተላይት ከፖለቲካ አጀንዳነት ውጭ ጥቅም የላትም ሲል አንድ የቻይና ሚድይ ሲያትት ውላል!,1
‘’ የቀደመው ወላይታ ክልል የመሆን ጥያቄ ነው’’ የወላይታ ዞን ጽ/ቤት ሃላፊ  ተጨማሪ መረጃዎችን ለማግኘት ድረ ገጻችንን መጎብኘት አትርሱ 👇👇👇👇  https://www.bbc.com/amhari,0
ሊቨርፑል ከዩናይትድ. . .ማን ይረታ ይሆን? ------------------------------------------ የሊጉ መሪ ሊቨርፑል በሜዳው አንፊልድ ማንቸስተር ዩናይትድን ያስተናግዳል። አስደናቂ አቋም ላይ የሚገኙት ሊቨርፑሎች የዘንድሮውን ውድድር ዘመን ሁሉንም ጨዋታዎች አሸንፈዋል። ከአንድ ጨዋታ በቀር - ይሄም ከማንቸስተር ጋር 1 አቻ የተለያዩበት ነው። ዛሬ ምሽትስ ቀያዮቹ ሰይጣኖች ለሊጉ መሪዎች ፈተና ይሆኑ ይሆን? የቢቢሲ ስፖርት ጨዋታ ገማቹ ማርክ ላውረንሰን ሊቨርፑል 2-0 ይረታል ይላል።  እርስዎስ ማን የሚረታ ይመስልዎታል? https://bbc.in/3ao3ENr ©GettyImages,0
#Ethiopia በኢትዮዽያ ከ 1 ሚሊየን በላይ ህፃናት ወጣቶችና ጎልማሶች በጎዳና ላይ ህይወታቸውን ይገፋሉ http://bitly.ws/4xNU,0
መቀሌ ምን እያለች ነው? ያልተሰሙ ሰበር መረጃዎች  -አገር እንዳትፈርስ በእጃችን ያለውን ሚስጥር እናወጣለን ዶ/ር ደብረጽዮን  -መንግስት ሰዎች ወደ መቀሌው ስብሰባ እንዳይመጡ አስፈራርቶብናል  -የኦጋዴን ነጾነት ግንባር ለህወሃት የፃፈላት መልእክት  -ተቃዋሚዎች እና አክቲቪስቶች ሆቴል ዘግተው ይቀመጡ ውጪውን እኛ እንችላለን ዘና የሚሉበት የዘውዳለም ፅሁፍ https://www.youtube.com/watch?v=SNwzHbtK3Bs,1
አስደሳች ዜና በሳምንት  ወስጥ ቦርጭ ማጥፋት ይፈልጋሉ፤ ሊንኩን ተጭነው ይምልከቱት! ,1
"ተማሪዎቹ እንደሚሉት በዩኒቨርስቲው ቅጥር ግቢ ውስጥ ሠላም ቢሆንም በአካባቢው ያለው አለመረጋጋት ግን የዩኒቨርስቲው መምህራንና የአስተዳደር ሠራተኞች በነጻነት ተንቀሳቅሰው የትምህርት ሥራውን ለማካሄድ ተቸግረዋል። የዩኒቨርስቲው አንድ መምህር ዩኒቨርስቲው እዚህ ውሳኔ ላይ የደረሰበን ምክንያት ሲያስረዱ ""ተማሪዎች ፈተና እንዳይቀመጡ በታጣቂዎች ማስፈራሪያ ይደርስባቸው ነበር"" ብለዋል።  በዚህም የተነሳ ሁኔታው እስኪረጋጋ ድረስ በሚል ለሦስት ሳምንት ያህል ትምህርት መቋረጡንረና ተማሪዎች ወደ ቤተሰቦቻቸው እንዲሄዱ መወሰኑን ይናገራሉ። http://bit.ly/2Hx6YJd",0
አሜሪካ ዶ/ር አብይ ከኤርትራ ጋር የሚያደርገውን የሰላም ድርድር እንዲያጤነውና ጊዜ ወስዶ እንዲገመግመው አሳሰበች!  ,1
የአፋር  ክልል ምክር  ቤት  10ኛ  መደበኛ ጉባኤውን  በመጪው እሁድ ያካሂዳል ,0
ሰበር መረጃ  ❗️❗️❗️ ጃልመሮ ስለ ሀጫሉ ጉዳይ ያልተጠበቀ መረጃ ሰጠ | ስለ ጃዋር  በቀለ ገርባ በዝርዝር ተናገረ,1
ሰበር ዜና!! ጉሮ ወሸባ..... ሰውየው ድል አድርጎ ሲገባ! ግብፅን በዝረራ አሜሪካን በጠረባ ጥላ ኢትዮጵያ የመጀመሪያው የክብር ማማ ላይ በክብር ወጣች!! ይህን ሊንክ ተጭነው አሁን የወጣ ቪዲዮ ይመልቱ!! ተጨማሪ መ፣ረጃ በቶሎ እንዲደርሶት በላይክ፤ሼር ይደመሩ!! https://www.hahuhulu.com/watch.php?vid=745fcd19f,1
አኖሌ ሀዉልት የሰማዕታት ማስታወሻ ነው እንጂ የጥላቻ ሀውልት አይደለም -ፕ/ር መረራ ጉዲና ,1
በተለይም የኦነግ ጽንፈኞች ከህወሃት ጽንፈኞች ጋር በማበር ሊያደርሱ የሚችሉትን የፖለቲካ ትርምስ ከግምት ውስጥ በማስገባት በኢህአዴግ ጉባኤ ላይ ጥርጊያ ማመቻቸት የጠቅላይ ሚኒስትሩ ዋነኛ ስልት መሆን ይገባዋል,1
""" እንደ ደብረፅዮን ንፍጣም ባንዳ ልጅ ከምሆን ለሃገሩ የሞተ የነፍጠኛ ልጅ መባል ይሻለኛል!""| ዶ/ር አበበ ሐረገወይን  ",1
ነገሩን ግልጽ ለማድረግ፤ የጠቅላይ ሚኒስትር ዓቢይ ወዳጆች አምባገነኖችና የዴሞክራሲን ጽንሰ ሐሣብ ማወቅ ቀርቶ ቃሉን ጠርተው የማያውቁ ፈላጭ ቆራጮች ናቸው,0
እግዚኦ ጭካኔ ! በአማራ ክልል በመንግድ ስራ ላይ በነበሩ አምስት የቻይና ዜጎች ላይ ግድያ ተፈፀመ፤ ከአንድ የመንደሩ ነዋሪ ጋር ከሳምንት በፊት አለመግባባት ውስጥ መግባታቸውን የአካባቢው ሰዎች ይናገራሉ! ,1
ኢምሬትስ አየር መንገድ ወደ አዲስ አበባ የሚያደርግውን በረራ በነሐሴ ወር ይጀምራል --- ኤሚሬትስ አየርመንገድ ከነሐሴ 1 ቀን 2020 ጀምሮ በሳምንት ሶስት በረራዎች ወደ አዲስ አበባ እንደሚጀምር አስታውቀ ፡፡ አየርመንገዱ ወደ ቴህራን (ከሐምሌ 17 ቀን) ፣ ጉንጉዙ (ከሐምሌ 25 ቀን) እና ኦስሎ ይጀምራል ፡፡ በመካከለኛው ምስራቅ ፣ በእስያ ፓስፊክ ፣ በአፍሪካ እና በአውሮፓ አውታረ መረብን ለሚቀላቀሉት ከቅርብ ጊዜዎቹ ከተሞች ጋር ላሉት ደንበኞች የግንኙነት መስፋፋት ፡፡  የነዝህ በረራዎች የኤመሬትስ አየርመንገድን የተሳፋሪ አውታረ መረብን በነሐሴ ወር ወደ 62 መድረሻዎች ይወስዳል፣ በዓለም ዙሪያ ላሉ ደንበኞች ከዱባይ እና ከዱባይ በኩል የበለጠ ምቹ ግንኙነቶች ይሰጣል፡፡ ሁሉም በረራዎች በኤምሬትስ ቦይንግ 777-300ER የሚከናወኑ ሲሆኑ በኢሜሬትስስ ወይም በጉዞ ወኪሎች አማካይነት ትኬቶችን ሊያዙ ይችላሉ ፡፡  ለንግድ እና ለመዝናናት ወደ ዱባይ የሚመጡ ጎብኝዎችን እና ማህበረሰቦችን ጤና እና ደህንነት የሚጠብቁ አዲስ የአየር ትራንስፖርት ፕሮቶኮሎች መዘርጋትን ተከትሎ ዱባይ ከተማ ክፍት ሆናለች።      በበጋው ወቅት ድንበሮችን ቀስ በቀስ በመክፈት ኤምሬትስ ደንበኞቻቸው የጉዞቸውን እቅድ ለማውጣት የበለጠ በራስ መተማመን እንዲኖራቸው ለማድረግ የሚያግዙ ፖሊሲዎቻቸውን ገምግመዋል ፡፡ የጉዞ እቅዶቹ ከ COVID-19 ጋር በተዛመደ በረራ ወይም በጉዞ ገደቦች የተስተጓጎሉ ደንበኞች በቀላሉ ቲኬታቸውን ይዘው ለ 24 ወራት ያህል ቆይታ በኋላ ለመብረር እንደገና መመዝገብ ይችላሉ ብሏል።,0
የኢትዮ ጂቡቲ የምድር ባቡር መስመር የመጀመሪያ ምእራፍ ተጠናቀቀ,0
ጄኔራል አደም መሐመድ የብሔራዊ መረጃና ደህንነት አገልግሎት ዋና ዳይሬክተር ሆነው ተሾሙ,0
"ሰበር መረጃ - ኢንጂነር ታከለ ኡማ ከኮሮና ጋር ተያያዞ ስለአዲስ አበባ ያልተጠበቀ ነገር ተናገሩ | Takele Uma | ""አንዘጋም""",1
አዲስ መረጃ! ቻይና አፍሪካውያንን መግፋት ጀምራለችን፤ ምን አግኝታ ይሆን?,1
በዚህ አመት ብቻ  7 የሚሆኑ በጎንደር ዩኒቨርስቲ የሚማሩ የኦሮሞ ብሔር ተወላጅ ተማሪዎች መሞታቸው ታወቀ!,1
ፍጥጫው ቀጥሏል አርቲስት ፀደነያ ገ/ማርቆስ ከሰርፀ ፍሬ ስብሃት ጋር በህይወት ነው የሚፈላላጉት ተባለ፤ ምድነው ጉዱ?  http://www.zena365.com/watch.php?vid=d4cd2f7f49,1
  በዲፕሎማሲው ዘርፍ ከስኬታማ ሙያተኞች ጋር መሥራት እንደሚያስፈልግ ተገለጸ,0
በኢራቅ መዲና ባግዳድ የሚገኘው የአሜሪካ ኤምባሲ ላይ የሮኬት ጥቃት መፈጸሙ ተሰማ።  ሶስት የሮኬት ጥቃቶች የተፈጸሙ ሲሆን፥ አንደኛው ሮኬት ብቻ በኤምባሲው ካፌ ላይ ማረፉ ተነግሯል።  ሌሎች ሁለት ሮኬቶች ግን በኤምባሲው አቅራቢያ ወድቀዋል ነው የተባለው።  https://www.fanabc.com/በባግዳድ-በሚገኘው-የአሜሪካ-ኤምባሲ-ላይ/,0
አስደሳች ሰበር ዜና! በጭንቅ መሃል ሀገር ያኮራ ተግባር! ጀግናው ሰርቶታል!! ይህን ሊንክ ተጭነው ሙሉ ቪዲዮውን ይመልከቱ!! ተጨማሪ መረጃ በቶሎ እንዲደርሶት ላይክ፤ሼር ያድርጉ!! https://www.hahuhulu.com/watch.php?vid=d5817588c,1
ኢትዮጵያ ከሲሼልስ  ጨዋታው ተጀምሯል  የጨዋታው  ተሰላፊዎች  ግብ ጠባቂ፦ ጀማል ጣሰው   ተከላካይ፥ ስዩም ተስፋዬ (አምበል)፣ ሙጂብ ቃሲም፣ አንተነህ ተስፋዬ ፣ አብዱልከሪም መሃመድ  መሃል ሜዳ፥ ሽመክት ጉግሳ፣ ቶች ፓኖም፣ ሽመልስ በቀለ እና ኤፍሬም አሻሞ  አጥቂ፥ ሳላዲን ሰዒድ  እና ጌታነህ ከበደ,0
በመዲናዋ ተደራጅተው ከባድ የወንጀል ድርጊቶችን ሲፈፅሙ የነበሩ 48 ተጠርጣሪዎች በቁጥጥር ስር ዋሉ,0
መዓዛ ብሩ እና አብዱ አሊ ሂጂራን ምን አጣላቸው፤በመሃላቸው ንፋስ ገብቷል ተባለ!... አዳዲስ መረጃዎቻችን ቶሎ እንዲደርሷችሁ ሼር ማድረግ አይርሱ! 👉👉ሊንኩ የመጀመሪያው ኮሜንት ላይ አለ👇👇👇,1
በተቋማዊ ተልዕኮ ስራ ውጤት ማስመዝገቡን የኢትዮጵያ ኤሌክትሪክ ሃይል አስታወቀ,0
ጠ/ሚኒስትር አብይ አህመድ የኢትዮጵያዊያን እስረኞች እንዲፈቱ ለሳዑዲው ንጉስ ያቀረቡት ጥያቄ ተቀባይነት አለማግኘቱ ተገለፀ!,1
በቻይና የላባደሮችን ቀን ተከትሎ የአምስት ቀናት እረፍት ይሰጣል። ይህንንም አስታከው በሚሊዮኖች የሚቆጠሩ ቻይናውያን ከአንዱ የአገሪቱ ክፍል ወደ ሌላኛው ተጉዘዋል ተብሏል። ይህም በቻይና ኑሮ በፍጥነት ወደ ቀደመ መልኩ ለመመለሱ ከዚህ የተሻለ ማሳያ አያስፈልግም አስብሏል። የቻይና ብሔራዊ የቴሌቪዥን ጣቢያ የአገሪቱን የባህል እና ቱሪዝም ሚንስትር ጠቅሶ እንደዘገበው በቻይና ባለፉት ሶስት ቀናት ብቻ 85 ሚሊዮን ዜጎች ከአንዱ ወደ ሌላኛው ግዛት ተንቀሳቅሰዋል። https://bbc.in/2KUbcMD,0
አሜሪካ የኮሮናቫይረስን በተመለከተ ሐሰተኛ ዜና ታሰራጫለች-ታንዛንያ ,0
የጅማው ቴዎድሮስ ትግራይ የከተመውን ወንጀለኛ ፈርቶም ይሁን የሱንና የድሮ አለቆቹን የነአባዱላን የነጁነዲንና የነለማን ወንጀል እንዳያጋልጡበት በመስጋት በግልጽ የወለጋና የጉጂ ኦሮሞ ላይ የዘር ማጥፋቱን አጧጥፎታል ።  ድሮ ከህዝብ ጋር ነበርን ይሉ የነበሩት በጋዲሰ ራባዶሪ ሃያ አራት ሰኣት ሲቃወሙና ህዝቡን መንገድ ዝጋ ክፈት ይሉ የነበሩ እነ ጀዋር እነ ግርማና ብርሀኑም ( ብሬ እንኳን የPHD ትምህርቷን የሌላውን እድል ለሷ የሰጧት ባለውለታዎቿ ናቸው ፣ኩሩ ኦህዴድም ነች  ) mission accomplished  ያሉ ይመስላል ኦህዴድን ለስልጣን ካበቁ በኋላ ።  ምንነው ድሮ የማትተነትኑት ነገር ነበር እንዴ ? ይሄኛው እንዴት ከበዳችሁ ? ከህዝብና ከእውነት ጎን ብትሆኑ በግልጽ ቀጣፊው ማን እንደሆነና እየተደረገ ያለው ምን እንደሆነ ትናገሩ ነበር ።  ፨ ደሞ ስልጣኑ በኦሮሞ እጅ ነው እያላችሁ ስትለፍፉ ትንሽ እንኳን አይደብራችሁም ? ደሞ ቢሆንስ እንደ ፓለቲካ ተንታኝ የኢትዮጵያ ብሄሮች ስልጣን ይዞ ያለው ኦሮሞ ነው ብለው ቢቀበሉ ባልያዘበት ሁኔታ ለኦሮሞ ህዝብ ትርፉ ነው ኪሳራዉ የሚያደላው ?  ፨ አብይ ስልጣን ላይ ከወጣ በኋላ ከሁለት ሚሊዮን ህዝብ በላይ ከሚኖርበት ቄዬው ተፈናቅሏል ፤ በሺዎች የሚቆጠሩ ተገድለዋል አሁንም እየተገደሉ ነው ። በታሪክ ኦነግ 1983 አብዮት አደባባይ  ህዝብ ሲጠራና ከአዲስ አበባ ከተማ ውጪ ያለው የኦሮሞ ህዝብ ወደ ከተማው ሲገባ እንኳን አትገባም ይቅርና ዞር ብሎ ያየው የለም ሀገሩ ነውና ፤ በአብይ ዘመን ግን አትገባብ ተብሌ ተደብድቧልም ተገለሏልም ። እና ኦሮሞ ስልጣን ይዟል ነው የምትሉን ???  ስልጣን የያዙት ወንጀለኛው የኢህአዴግ ፓርቲ አባል ኦህዴድና ብአዴን ናቸው ።  ኦሮሞ ከመቼውም ጊዜ በላይ አደጋ ውስጥ ነው ።  Via #Natiol amaja,1
የኦነግ አባላትና አመራር ቡድንን ለመቀበል በመስቀል አደባባይ እየተከናወነ በነበረው ስነ ስርዓት ላይ በተወረወረ ቦምብ 2 ሰዎች መሞታቸው ታወቀ! ,1
  Rophnan & Chef 187 : All The Way - Coke Studio Africa| ሮፍናን – በኮክ ስቱዲዮ “ኣል ዘ ዌይ” አስደናቂ የመድረክ ስራ – 2019,0
እንደታጠቁ ወደ ቤተ መንግሥት ስላቀኑት ወታደሮች አዲስ ሀደር ጉድ ያስባለ መረጃ ወጣ! ሙሉ ዝርዝሩን ለማከታታል ሊንኩን ተጭነው ይምልከቱት! http://www.shegawore.com/watch.php?vid=eb5ddddde88,1
ሰበር ዜና ኦነግ እርስበእርሱ ተከፋፈለ መፈንቅለ ስልጣኑ ከሸፈ Ambassador media https://youtu.be/h0HYe5BoHd,1
የዓብይዓዲ ከተማ ነዋሪ የሆኑ ግለሰብ ለሕዳሴው ግድብ ግንባታ ለ99ኛ ጊዜ የቦንድ ግዥ ፈጸሙቸው እና ለአገራችን ያለው ብሩህ ተስፋ ስለታያቸው ቦንድ ለመግዛት አንዱ ምክንያት እንደሆናቸውም ገልጸዋል። https://t.me/EBCNEWSNOW,0
